regex	method	correct	testForMemb	testForEq	faults	totalStrings	time
phone	Random_0_70_400	false	96	400	1.1E11	2.4008890760512425E210	6442883
phone	Random_0_70_500	false	96	500	1.1E11	2.4008890760512425E210	8730738
phone	Random_0_70_600	false	96	600	1.1E11	2.4008890760512425E210	9212412
phone	Random_0_70_700	false	96	700	1.1E11	2.4008890760512425E210	11022717
phone	Random_0_70_800	false	96	800	1.1E11	2.4008890760512425E210	12297870
phone	Random_0_70_900	false	96	900	1.1E11	2.4008890760512425E210	13775838
phone	Random_0_70_1000	false	96	1000	1.1E11	2.4008890760512425E210	15154797
phone	Random_0_70_2000	false	96	2000	1.1E11	2.4008890760512425E210	34759602
phone	Random_0_70_3000	false	96	3000	1.1E11	2.4008890760512425E210	44891658
phone	Random_0_70_4000	false	96	4000	1.1E11	2.4008890760512425E210	64340660
phone	Random_0_70_5000	false	96	5000	1.1E11	2.4008890760512425E210	86820464
phone	Random_0_70_10000	false	96	10000	1.1E11	2.4008890760512425E210	152276797
phone	Random_0_70_20000	false	96	20000	1.1E11	2.4008890760512425E210	300609771
phone	Random_0_70_30000	false	96	30000	1.1E11	2.4008890760512425E210	459165106
phone	Random_0_70_40000	false	96	40000	1.1E11	2.4008890760512425E210	605341282
phone	Random_0_70_50000	false	96	50000	1.1E11	2.4008890760512425E210	796187850
phone	Random_0_70_100000	false	96	100000	1.1E11	2.4008890760512425E210	1554296469
phone	Random_0_70_200000	false	96	200000	1.1E11	2.4008890760512425E210	3046869436
phone	Random_0_70_300000	false	96	300000	1.1E11	2.4008890760512425E210	4687172891
phone	Random_0_70_400000	false	96	400000	1.1E11	2.4008890760512425E210	6246564760
phone	Random_0_70_500000	false	96	500000	1.1E11	2.4008890760512425E210	8233294206
phone	Random_0_70_1000000	false	96	1000000	1.1E11	2.4008890760512425E210	15815043034
phone	Random_0_80_10	false	96	10	1.1E11	2.4008890760512425E210	844509
phone	Random_0_80_20	false	96	20	1.1E11	2.4008890760512425E210	968554
phone	Random_0_80_50	false	96	50	1.1E11	2.4008890760512425E210	1481133
phone	Random_0_80_100	false	96	100	1.1E11	2.4008890760512425E210	3224911
phone	Random_0_80_200	false	96	200	1.1E11	2.4008890760512425E210	4652376
phone	Random_0_80_300	false	96	300	1.1E11	2.4008890760512425E210	6669229
phone	Random_0_80_400	false	96	400	1.1E11	2.4008890760512425E210	8350112
phone	Random_0_80_500	false	96	500	1.1E11	2.4008890760512425E210	9456446
phone	Random_0_80_600	false	96	600	1.1E11	2.4008890760512425E210	11171249
phone	Random_0_80_700	false	96	700	1.1E11	2.4008890760512425E210	13543952
phone	Random_0_80_800	false	96	800	1.1E11	2.4008890760512425E210	14946654
phone	Random_0_80_900	false	96	900	1.1E11	2.4008890760512425E210	24168344
phone	Random_0_80_1000	false	96	1000	1.1E11	2.4008890760512425E210	17824394
phone	Random_0_80_2000	false	96	2000	1.1E11	2.4008890760512425E210	35714582
phone	Random_0_80_3000	false	96	3000	1.1E11	2.4008890760512425E210	57025629
phone	Random_0_80_4000	false	96	4000	1.1E11	2.4008890760512425E210	73249858
phone	Random_0_80_5000	false	96	5000	1.1E11	2.4008890760512425E210	94821191
phone	Random_0_80_10000	false	96	10000	1.1E11	2.4008890760512425E210	185061206
phone	Random_0_80_20000	false	96	20000	1.1E11	2.4008890760512425E210	362035400
phone	Random_0_80_30000	false	96	30000	1.1E11	2.4008890760512425E210	611954413
phone	Random_0_80_40000	false	96	40000	1.1E11	2.4008890760512425E210	743122863
phone	Random_0_80_50000	false	96	50000	1.1E11	2.4008890760512425E210	945525736
phone	Random_0_80_100000	false	96	100000	1.1E11	2.4008890760512425E210	1886592070
phone	Random_0_80_200000	false	96	200000	1.1E11	2.4008890760512425E210	4031183477
phone	Random_0_80_300000	false	96	300000	1.1E11	2.4008890760512425E210	5867367747
phone	Random_0_80_400000	false	96	400000	1.1E11	2.4008890760512425E210	7525836382
phone	Random_0_80_500000	false	96	500000	1.1E11	2.4008890760512425E210	9585091684
phone	Random_0_80_1000000	false	96	1000000	1.1E11	2.4008890760512425E210	19217849004
phone	Random_0_90_10	false	96	10	1.1E11	2.4008890760512425E210	813012
phone	Random_0_90_20	false	96	20	1.1E11	2.4008890760512425E210	916550
phone	Random_0_90_50	false	96	50	1.1E11	2.4008890760512425E210	1465706
phone	Random_0_90_100	false	96	100	1.1E11	2.4008890760512425E210	2569779
phone	Random_0_90_200	false	96	200	1.1E11	2.4008890760512425E210	4776035
phone	Random_0_90_300	false	96	300	1.1E11	2.4008890760512425E210	8302075
phone	Random_0_90_400	false	96	400	1.1E11	2.4008890760512425E210	9447491
phone	Random_0_90_500	false	96	500	1.1E11	2.4008890760512425E210	11120207
phone	Random_0_90_600	false	96	600	1.1E11	2.4008890760512425E210	13134954
phone	Random_0_90_700	false	96	700	1.1E11	2.4008890760512425E210	15510150
phone	Random_0_90_800	false	96	800	1.1E11	2.4008890760512425E210	16916278
phone	Random_0_90_900	false	96	900	1.1E11	2.4008890760512425E210	17790094
phone	Random_0_90_1000	false	96	1000	1.1E11	2.4008890760512425E210	19671024
phone	Random_0_90_2000	false	96	2000	1.1E11	2.4008890760512425E210	41054212
phone	Random_0_90_3000	false	96	3000	1.1E11	2.4008890760512425E210	60058709
phone	Random_0_90_4000	false	96	4000	1.1E11	2.4008890760512425E210	83140021
phone	Random_0_90_5000	false	96	5000	1.1E11	2.4008890760512425E210	101842791
phone	Random_0_90_10000	false	96	10000	1.1E11	2.4008890760512425E210	226564960
phone	Random_0_90_20000	false	96	20000	1.1E11	2.4008890760512425E210	408999534
phone	Random_0_90_30000	false	96	30000	1.1E11	2.4008890760512425E210	618905842
phone	Random_0_90_40000	false	96	40000	1.1E11	2.4008890760512425E210	846342972
phone	Random_0_90_50000	false	96	50000	1.1E11	2.4008890760512425E210	1036624977
phone	Random_0_90_100000	false	96	100000	1.1E11	2.4008890760512425E210	2165038253
phone	Random_0_90_200000	false	96	200000	1.1E11	2.4008890760512425E210	4272463164
phone	Random_0_90_300000	false	96	300000	1.1E11	2.4008890760512425E210	6580787393
phone	Random_0_90_400000	false	96	400000	1.1E11	2.4008890760512425E210	8401621816
phone	Random_0_90_500000	false	96	500000	1.1E11	2.4008890760512425E210	10486137489
phone	Random_0_90_1000000	false	96	1000000	1.1E11	2.4008890760512425E210	21395860260
phone	Random_0_100_10	false	96	10	1.1E11	2.4008890760512425E210	1273874
phone	Random_0_100_20	false	96	20	1.1E11	2.4008890760512425E210	1166300
phone	Random_0_100_50	false	96	50	1.1E11	2.4008890760512425E210	1641809
phone	Random_0_100_100	false	96	100	1.1E11	2.4008890760512425E210	3076876
phone	Random_0_100_200	false	96	200	1.1E11	2.4008890760512425E210	5445308
phone	Random_0_100_300	false	96	300	1.1E11	2.4008890760512425E210	7186341
phone	Random_0_100_400	false	96	400	1.1E11	2.4008890760512425E210	9513687
phone	Random_0_100_500	false	96	500	1.1E11	2.4008890760512425E210	11927003
phone	Random_0_100_600	false	96	600	1.1E11	2.4008890760512425E210	13996107
phone	Random_0_100_700	false	96	700	1.1E11	2.4008890760512425E210	16482232
phone	Random_0_100_800	false	96	800	1.1E11	2.4008890760512425E210	18025103
phone	Random_0_100_900	false	96	900	1.1E11	2.4008890760512425E210	20429253
phone	Random_0_100_1000	false	96	1000	1.1E11	2.4008890760512425E210	22930252
phone	Random_0_100_2000	false	96	2000	1.1E11	2.4008890760512425E210	44324891
phone	Random_0_100_3000	false	96	3000	1.1E11	2.4008890760512425E210	69365753
phone	Random_0_100_4000	false	96	4000	1.1E11	2.4008890760512425E210	89032611
phone	Random_0_100_5000	false	96	5000	1.1E11	2.4008890760512425E210	111321517
phone	Random_0_100_10000	false	96	10000	1.1E11	2.4008890760512425E210	227334764
phone	Random_0_100_20000	false	96	20000	1.1E11	2.4008890760512425E210	492882915
phone	Random_0_100_30000	false	96	30000	1.1E11	2.4008890760512425E210	712137515
phone	Random_0_100_40000	false	96	40000	1.1E11	2.4008890760512425E210	930041242
phone	Random_0_100_50000	false	96	50000	1.1E11	2.4008890760512425E210	1149364965
phone	Random_0_100_100000	false	96	100000	1.1E11	2.4008890760512425E210	2302312399
phone	Random_0_100_200000	false	96	200000	1.1E11	2.4008890760512425E210	4594876593
phone	Random_0_100_300000	false	96	300000	1.1E11	2.4008890760512425E210	6896357556
phone	Random_0_100_400000	false	96	400000	1.1E11	2.4008890760512425E210	9437581104
phone	Random_0_100_500000	false	96	500000	1.1E11	2.4008890760512425E210	11469073720
phone	Random_0_100_1000000	false	96	1000000	1.1E11	2.4008890760512425E210	22991011286
phone	W_METHOD_1	false	96	9120	1.1E11	2.4008890760512425E210	48496665
phone	W_METHOD_2	false	96	866495	1.1E11	2.4008890760512425E210	1014601216
phone	W_METHOD_3	false	96	82317120	1.1E11	2.4008890760512425E210	105182868524
URL1	Random_0_10_10	false	96	10	1.2729884135874266E185	2.4008890760512425E210	9524523
URL1	Random_0_10_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	9920393
URL1	Random_0_10_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	12978873
URL1	Random_0_10_100	false	96	100	1.2729884135874266E185	2.4008890760512425E210	9578974
URL1	Random_0_10_200	false	96	200	1.2729884135874263E185	2.4008890760512425E210	8855665
URL1	Random_0_10_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	9353551
URL1	Random_0_10_400	false	96	400	1.2729884135874265E185	2.4008890760512425E210	8114894
URL1	Random_0_10_500	false	96	500	1.2729884135874266E185	2.4008890760512425E210	8479590
URL1	Random_0_10_600	false	96	600	1.2729884135874266E185	2.4008890760512425E210	7956179
URL1	Random_0_10_700	false	96	700	1.2729884135874263E185	2.4008890760512425E210	7724034
URL1	Random_0_10_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	8126995
URL1	Random_0_10_900	false	96	900	1.2729884135874265E185	2.4008890760512425E210	7244090
URL1	Random_0_10_1000	false	96	1000	1.2729884135874266E185	2.4008890760512425E210	7317149
URL1	Random_0_10_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	7793080
URL1	Random_0_10_3000	false	96	3000	1.2729884135874263E185	2.4008890760512425E210	10380955
URL1	Random_0_10_4000	false	96	4000	1.2729884135874265E185	2.4008890760512425E210	10408330
URL1	Random_0_10_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	12153236
URL1	Random_0_10_10000	false	96	10000	1.2729884135874265E185	2.4008890760512425E210	20230626
URL1	Random_0_10_20000	false	96	20000	1.2729884135874263E185	2.4008890760512425E210	38248409
URL1	Random_0_10_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	52587110
URL1	Random_0_10_40000	false	96	40000	1.2729884135874263E185	2.4008890760512425E210	71187265
URL1	Random_0_10_50000	false	96	50000	1.2729884135874266E185	2.4008890760512425E210	91752163
URL1	Random_0_10_100000	false	96	100000	1.2729884135874266E185	2.4008890760512425E210	179324753
URL1	Random_0_10_200000	false	96	200000	1.2729884135874263E185	2.4008890760512425E210	352760640
URL1	Random_0_10_300000	false	96	300000	1.2729884135874263E185	2.4008890760512425E210	550948769
URL1	Random_0_10_400000	false	96	400000	1.2729884135874265E185	2.4008890760512425E210	616257123
URL1	Random_0_10_500000	false	96	500000	1.2729884135874266E185	2.4008890760512425E210	771064643
URL1	Random_0_10_1000000	false	96	1000000	1.2729884135874263E185	2.4008890760512425E210	1477426170
URL1	Random_0_20_10	false	96	10	1.2729884135874263E185	2.4008890760512425E210	3204591
URL1	Random_0_20_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	2186053
URL1	Random_0_20_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	2157784
URL1	Random_0_20_100	false	96	100	1.2729884135874265E185	2.4008890760512425E210	2262409
URL1	Random_0_20_200	false	96	200	1.2729884135874265E185	2.4008890760512425E210	2576540
URL1	Random_0_20_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	2825891
URL1	Random_0_20_400	false	96	400	1.2729884135874266E185	2.4008890760512425E210	3075234
URL1	Random_0_20_500	false	96	500	1.2729884135874266E185	2.4008890760512425E210	3169554
URL1	Random_0_20_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	3601755
URL1	Random_0_20_700	false	96	700	1.2729884135874266E185	2.4008890760512425E210	4378839
URL1	Random_0_20_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	4104262
URL1	Random_0_20_900	false	96	900	1.2729884135874266E185	2.4008890760512425E210	4181990
URL1	Random_0_20_1000	false	96	1000	1.2729884135874266E185	2.4008890760512425E210	4527364
URL1	Random_0_20_2000	false	96	2000	1.2729884135874266E185	2.4008890760512425E210	7295482
URL1	Random_0_20_3000	false	96	3000	1.2729884135874266E185	2.4008890760512425E210	9784846
URL1	Random_0_20_4000	false	96	4000	1.2729884135874263E185	2.4008890760512425E210	12442397
URL1	Random_0_20_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	15312923
URL1	Random_0_20_10000	false	96	10000	1.2729884135874263E185	2.4008890760512425E210	28655286
URL1	Random_0_20_20000	false	96	20000	1.2729884135874266E185	2.4008890760512425E210	55333444
URL1	Random_0_20_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	86068908
URL1	Random_0_20_40000	false	96	40000	1.2729884135874265E185	2.4008890760512425E210	112278180
URL1	Random_0_20_50000	false	96	50000	1.2729884135874265E185	2.4008890760512425E210	135457735
URL1	Random_0_20_100000	false	96	100000	1.2729884135874265E185	2.4008890760512425E210	270749355
URL1	Random_0_20_200000	false	96	200000	1.2729884135874263E185	2.4008890760512425E210	543008053
URL1	Random_0_20_300000	false	96	300000	1.2729884135874266E185	2.4008890760512425E210	827627147
URL1	Random_0_20_400000	false	96	400000	1.2729884135874263E185	2.4008890760512425E210	1110939903
URL1	Random_0_20_500000	false	96	500000	1.2729884135874266E185	2.4008890760512425E210	1374563611
URL1	Random_0_20_1000000	false	96	1000000	1.2729884135874266E185	2.4008890760512425E210	2768913249
URL1	Random_0_30_10	false	96	10	1.2729884135874263E185	2.4008890760512425E210	1985190
URL1	Random_0_30_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	1805121
URL1	Random_0_30_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	1943688
URL1	Random_0_30_100	false	96	100	1.2729884135874265E185	2.4008890760512425E210	2079559
URL1	Random_0_30_200	false	96	200	1.2729884135874263E185	2.4008890760512425E210	2426970
URL1	Random_0_30_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	2834948
URL1	Random_0_30_400	false	96	400	1.2729884135874265E185	2.4008890760512425E210	3216760
URL1	Random_0_30_500	false	96	500	1.2729884135874266E185	2.4008890760512425E210	3654169
URL1	Random_0_30_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	3914321
URL1	Random_0_30_700	false	96	700	1.2729884135874263E185	2.4008890760512425E210	4196713
URL1	Random_0_30_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	4712920
URL1	Random_0_30_900	false	96	900	1.2729884135874263E185	2.4008890760512425E210	6626147
URL1	Random_0_30_1000	false	96	1000	1.2729884135874263E185	2.4008890760512425E210	5505801
URL1	Random_0_30_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	9456133
URL1	Random_0_30_3000	false	96	3000	1.2729884135874263E185	2.4008890760512425E210	12678217
URL1	Random_0_30_4000	false	96	4000	1.2729884135874263E185	2.4008890760512425E210	16473881
URL1	Random_0_30_5000	false	96	5000	1.2729884135874265E185	2.4008890760512425E210	20611040
URL1	Random_0_30_10000	false	96	10000	1.2729884135874263E185	2.4008890760512425E210	39102877
URL1	Random_0_30_20000	false	96	20000	1.2729884135874263E185	2.4008890760512425E210	82600404
URL1	Random_0_30_30000	false	96	30000	1.2729884135874266E185	2.4008890760512425E210	118084217
URL1	Random_0_30_40000	false	96	40000	1.2729884135874265E185	2.4008890760512425E210	157491833
URL1	Random_0_30_50000	false	96	50000	1.2729884135874263E185	2.4008890760512425E210	197151732
URL1	Random_0_30_100000	false	96	100000	1.2729884135874263E185	2.4008890760512425E210	414247814
URL1	Random_0_30_200000	false	96	200000	1.2729884135874263E185	2.4008890760512425E210	845854350
URL1	Random_0_30_300000	false	96	300000	1.2729884135874263E185	2.4008890760512425E210	1295927289
URL1	Random_0_30_400000	false	96	400000	1.2729884135874266E185	2.4008890760512425E210	1727609618
URL1	Random_0_30_500000	false	96	500000	1.2729884135874263E185	2.4008890760512425E210	2032930650
URL1	Random_0_30_1000000	false	96	1000000	1.2729884135874266E185	2.4008890760512425E210	3989713317
URL1	Random_0_40_10	false	96	10	1.2729884135874265E185	2.4008890760512425E210	1898860
URL1	Random_0_40_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	1893139
URL1	Random_0_40_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	2053489
URL1	Random_0_40_100	false	96	100	1.2729884135874265E185	2.4008890760512425E210	2204974
URL1	Random_0_40_200	false	96	200	1.2729884135874265E185	2.4008890760512425E210	2772163
URL1	Random_0_40_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	3373696
URL1	Random_0_40_400	false	96	400	1.2729884135874265E185	2.4008890760512425E210	3896139
URL1	Random_0_40_500	false	96	500	1.2729884135874263E185	2.4008890760512425E210	4358375
URL1	Random_0_40_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	4885654
URL1	Random_0_40_700	false	96	700	1.2729884135874263E185	2.4008890760512425E210	5597984
URL1	Random_0_40_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	6066155
URL1	Random_0_40_900	false	96	900	1.2729884135874266E185	2.4008890760512425E210	6493326
URL1	Random_0_40_1000	false	96	1000	1.2729884135874263E185	2.4008890760512425E210	6991361
URL1	Random_0_40_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	12904778
URL1	Random_0_40_3000	false	96	3000	1.2729884135874263E185	2.4008890760512425E210	19348644
URL1	Random_0_40_4000	false	96	4000	1.2729884135874265E185	2.4008890760512425E210	22124510
URL1	Random_0_40_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	27005568
URL1	Random_0_40_10000	false	96	10000	1.2729884135874265E185	2.4008890760512425E210	53190171
URL1	Random_0_40_20000	false	96	20000	1.2729884135874266E185	2.4008890760512425E210	104439798
URL1	Random_0_40_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	161015073
URL1	Random_0_40_40000	false	96	40000	1.2729884135874263E185	2.4008890760512425E210	218176549
URL1	Random_0_40_50000	false	96	50000	1.2729884135874263E185	2.4008890760512425E210	260550291
URL1	Random_0_40_100000	false	96	100000	1.2729884135874263E185	2.4008890760512425E210	524116918
URL1	Random_0_40_200000	false	96	200000	1.2729884135874263E185	2.4008890760512425E210	1111812460
URL1	Random_0_40_300000	false	96	300000	1.2729884135874263E185	2.4008890760512425E210	1578532719
URL1	Random_0_40_400000	false	96	400000	1.2729884135874263E185	2.4008890760512425E210	2120636140
URL1	Random_0_40_500000	false	96	500000	1.2729884135874263E185	2.4008890760512425E210	2720073357
URL1	Random_0_40_1000000	false	96	1000000	1.2729884135874266E185	2.4008890760512425E210	5638691311
URL1	Random_0_50_10	false	96	10	1.2729884135874263E185	2.4008890760512425E210	1988281
URL1	Random_0_50_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	1911615
URL1	Random_0_50_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	2101507
URL1	Random_0_50_100	false	96	100	1.2729884135874263E185	2.4008890760512425E210	2368769
URL1	Random_0_50_200	false	96	200	1.2729884135874263E185	2.4008890760512425E210	2933023
URL1	Random_0_50_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	3652139
URL1	Random_0_50_400	false	96	400	1.2729884135874263E185	2.4008890760512425E210	4241063
URL1	Random_0_50_500	false	96	500	1.2729884135874265E185	2.4008890760512425E210	4967323
URL1	Random_0_50_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	5648208
URL1	Random_0_50_700	false	96	700	1.2729884135874266E185	2.4008890760512425E210	6450750
URL1	Random_0_50_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	6775864
URL1	Random_0_50_900	false	96	900	1.2729884135874263E185	2.4008890760512425E210	7603929
URL1	Random_0_50_1000	false	96	1000	1.2729884135874263E185	2.4008890760512425E210	8025816
URL1	Random_0_50_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	14867630
URL1	Random_0_50_3000	false	96	3000	1.2729884135874266E185	2.4008890760512425E210	20925524
URL1	Random_0_50_4000	false	96	4000	1.2729884135874263E185	2.4008890760512425E210	28266800
URL1	Random_0_50_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	35046209
URL1	Random_0_50_10000	false	96	10000	1.2729884135874266E185	2.4008890760512425E210	67782355
URL1	Random_0_50_20000	false	96	20000	1.2729884135874263E185	2.4008890760512425E210	133417877
URL1	Random_0_50_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	201073910
URL1	Random_0_50_40000	false	96	40000	1.2729884135874263E185	2.4008890760512425E210	277571828
URL1	Random_0_50_50000	false	96	50000	1.2729884135874263E185	2.4008890760512425E210	339555748
URL1	Random_0_50_100000	false	96	100000	1.2729884135874265E185	2.4008890760512425E210	708280235
URL1	Random_0_50_200000	false	96	200000	1.2729884135874266E185	2.4008890760512425E210	1354221467
URL1	Random_0_50_300000	false	96	300000	1.2729884135874263E185	2.4008890760512425E210	2026623056
URL1	Random_0_50_400000	false	96	400000	1.2729884135874263E185	2.4008890760512425E210	2696958227
URL1	Random_0_50_500000	false	96	500000	1.2729884135874266E185	2.4008890760512425E210	3415883703
URL1	Random_0_50_1000000	false	96	1000000	1.2729884135874265E185	2.4008890760512425E210	6973597587
URL1	Random_0_60_10	false	96	10	1.2729884135874266E185	2.4008890760512425E210	1794767
URL1	Random_0_60_20	false	96	20	1.2729884135874265E185	2.4008890760512425E210	1727633
URL1	Random_0_60_50	false	96	50	1.2729884135874266E185	2.4008890760512425E210	1964671
URL1	Random_0_60_100	false	96	100	1.2729884135874263E185	2.4008890760512425E210	2363231
URL1	Random_0_60_200	false	96	200	1.2729884135874263E185	2.4008890760512425E210	3214835
URL1	Random_0_60_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	3902876
URL1	Random_0_60_400	false	96	400	1.2729884135874266E185	2.4008890760512425E210	4780778
URL1	Random_0_60_500	false	96	500	1.2729884135874263E185	2.4008890760512425E210	5718619
URL1	Random_0_60_600	false	96	600	1.2729884135874266E185	2.4008890760512425E210	6552330
URL1	Random_0_60_700	false	96	700	1.2729884135874263E185	2.4008890760512425E210	7315002
URL1	Random_0_60_800	false	96	800	1.2729884135874263E185	2.4008890760512425E210	8103942
URL1	Random_0_60_900	false	96	900	1.2729884135874263E185	2.4008890760512425E210	8828549
URL1	Random_0_60_1000	false	96	1000	1.2729884135874266E185	2.4008890760512425E210	9908894
URL1	Random_0_60_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	17662986
URL1	Random_0_60_3000	false	96	3000	1.2729884135874263E185	2.4008890760512425E210	24867577
URL1	Random_0_60_4000	false	96	4000	1.2729884135874263E185	2.4008890760512425E210	33315448
URL1	Random_0_60_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	41433385
URL1	Random_0_60_10000	false	96	10000	1.2729884135874265E185	2.4008890760512425E210	81104475
URL1	Random_0_60_20000	false	96	20000	1.2729884135874266E185	2.4008890760512425E210	161461484
URL1	Random_0_60_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	248015473
URL1	Random_0_60_40000	false	96	40000	1.2729884135874263E185	2.4008890760512425E210	331139701
URL1	Random_0_60_50000	false	96	50000	1.2729884135874265E185	2.4008890760512425E210	418154010
URL1	Random_0_60_100000	false	96	100000	1.2729884135874263E185	2.4008890760512425E210	818935087
URL1	Random_0_60_200000	false	96	200000	1.2729884135874266E185	2.4008890760512425E210	1722976331
URL1	Random_0_60_300000	false	96	300000	1.2729884135874266E185	2.4008890760512425E210	2415920803
URL1	Random_0_60_400000	false	96	400000	1.2729884135874266E185	2.4008890760512425E210	3223977595
URL1	Random_0_60_500000	false	96	500000	1.2729884135874263E185	2.4008890760512425E210	4019845359
URL1	Random_0_60_1000000	false	96	1000000	1.2729884135874263E185	2.4008890760512425E210	8121607383
URL1	Random_0_70_10	false	96	10	1.2729884135874263E185	2.4008890760512425E210	1811505
URL1	Random_0_70_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	1843335
URL1	Random_0_70_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	2176898
URL1	Random_0_70_100	false	96	100	1.2729884135874266E185	2.4008890760512425E210	2503512
URL1	Random_0_70_200	false	96	200	1.2729884135874266E185	2.4008890760512425E210	3443875
URL1	Random_0_70_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	4360872
URL1	Random_0_70_400	false	96	400	1.2729884135874265E185	2.4008890760512425E210	5371821
URL1	Random_0_70_500	false	96	500	1.2729884135874263E185	2.4008890760512425E210	6453373
URL1	Random_0_70_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	7118712
URL1	Random_0_70_700	false	96	700	1.2729884135874265E185	2.4008890760512425E210	8011188
URL1	Random_0_70_800	false	96	800	1.2729884135874265E185	2.4008890760512425E210	8807177
URL1	Random_0_70_900	false	96	900	1.2729884135874263E185	2.4008890760512425E210	10073974
URL1	Random_0_70_1000	false	96	1000	1.2729884135874263E185	2.4008890760512425E210	11768401
URL1	Random_0_70_2000	false	96	2000	1.2729884135874263E185	2.4008890760512425E210	22487705
URL1	Random_0_70_3000	false	96	3000	1.2729884135874263E185	2.4008890760512425E210	29607654
URL1	Random_0_70_4000	false	96	4000	1.2729884135874263E185	2.4008890760512425E210	41141210
URL1	Random_0_70_5000	false	96	5000	1.2729884135874263E185	2.4008890760512425E210	48233304
URL1	Random_0_70_10000	false	96	10000	1.2729884135874263E185	2.4008890760512425E210	93838955
URL1	Random_0_70_20000	false	96	20000	1.2729884135874263E185	2.4008890760512425E210	186487886
URL1	Random_0_70_30000	false	96	30000	1.2729884135874263E185	2.4008890760512425E210	278114121
URL1	Random_0_70_40000	false	96	40000	1.2729884135874263E185	2.4008890760512425E210	387718223
URL1	Random_0_70_50000	false	96	50000	1.2729884135874263E185	2.4008890760512425E210	490998372
URL1	Random_0_70_100000	false	96	100000	1.2729884135874263E185	2.4008890760512425E210	956798803
URL1	Random_0_70_200000	false	96	200000	1.2729884135874266E185	2.4008890760512425E210	1876034135
URL1	Random_0_70_300000	false	96	300000	1.2729884135874263E185	2.4008890760512425E210	2819119685
URL1	Random_0_70_400000	false	96	400000	1.2729884135874266E185	2.4008890760512425E210	3914120931
URL1	Random_0_70_500000	false	96	500000	1.2729884135874263E185	2.4008890760512425E210	4921918288
URL1	Random_0_70_1000000	false	96	1000000	1.2729884135874263E185	2.4008890760512425E210	9776548643
URL1	Random_0_80_10	false	96	10	1.2729884135874263E185	2.4008890760512425E210	4253695
URL1	Random_0_80_20	false	96	20	1.2729884135874263E185	2.4008890760512425E210	1788509
URL1	Random_0_80_50	false	96	50	1.2729884135874263E185	2.4008890760512425E210	2054002
URL1	Random_0_80_100	false	96	100	1.2729884135874263E185	2.4008890760512425E210	2819725
URL1	Random_0_80_200	false	96	200	1.2729884135874263E185	2.4008890760512425E210	3726043
URL1	Random_0_80_300	false	96	300	1.2729884135874263E185	2.4008890760512425E210	4741112
URL1	Random_0_80_400	false	96	400	1.2729884135874263E185	2.4008890760512425E210	5756043
URL1	Random_0_80_500	false	96	500	1.2729884135874263E185	2.4008890760512425E210	6981706
URL1	Random_0_80_600	false	96	600	1.2729884135874263E185	2.4008890760512425E210	7715285
URL1	Random_0_80_700	false	96	700	1.2729884135874263E185	2.4008890760512425E210	8932277
